tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
TI REN,6619541962,Daniela Rodríguez,20101941,63,42,63,87,1
CC DIG,4581531253,Ana Castaneda,08031904,91,42,91,99,0
TI REC,0446585799,Manuela López,03091943,47,47,47,53,1
MTR,2396642010,Carlos Murillo,27021953,94,91,94,68,0
AFIS,5765333758,Manuela Cifuentes,03011997,41,67,41,22,0
TI REN,4011606438,María Hurtado,26021966,25,86,25,50,1
TI,0925069143,Ana López,13021955,73,30,73,15,1
EIS,2819580983,Carlos Martínez,15061988,47,45,47,44,1
CC,4313547494,Carlos Murillo,02041984,50,55,50,35,0
TI,4224524765,Ana Hernández,08101978,18,20,18,26,0
EIS,7337307585,Ana Rodríguez,05072004,11,60,11,78,1
TI REN,9530332838,Daniela Castaneda,22071963,88,50,88,20,1
MTR,7832174746,Miguel Hernández,20011945,85,13,85,11,1
NIP,6164264834,Melissa García,27121954,44,19,44,73,0
AFIS,5095927622,Manuela Cifuentes,24051936,47,98,47,86,1
CC,8211148051,Sofía Rodríguez,26081999,86,20,86,60,1
CCT,6025464279,Manuela Cartagena,09111986,97,35,97,35,0
CC DIG,3451001557,Daniela Cartagena,02061972,11,29,11,52,1
ABIS,1732010731,Laura Martínez,20071957,88,75,88,87,1
TI PV,5723974426,Luis Hurtado,21021966,25,95,25,26,1
TI PV,5165846339,Gabriela Murillo,03091931,18,95,18,74,0
CC DUP,0800771080,David Cifuentes,25111980,47,30,47,30,0
TI PV,1254769889,Melissa Castaneda,09081988,13,25,13,86,1
HLED-WEB,5909688381,Gabriela García,26051957,17,15,17,50,0
CC PV,2682869389,Gabriela Perez,17061956,91,4,91,67,0
HLED-WEB,1380478426,Ana Hernández,03031946,19,52,19,88,0
CC DUP,6669130270,Ana Martínez,15051979,5,42,5,99,1
ABIS,8009076544,Ana Perez,23081929,66,43,66,53,1
CC PV,0313643467,Miguel Martínez,17081994,5,73,5,58,0
NIP,3774163692,Laura Castaneda,09121938,27,78,27,54,1
NIP,1156674442,David Martínez,25081960,88,99,88,55,1
TI REC,6030569126,Marcela Perez,10111955,44,88,44,22,1
TI REN,5326903280,Juan López,27031971,66,91,66,75,0
CC,0290731790,Marcela García,20101983,20,94,20,60,1
EIS,7858950917,Daniela Murillo,24061973,94,62,94,75,1
EIS,0642069573,Ana Cifuentes,11101974,81,73,81,93,1
DCU,0614751317,María Rodríguez,15081937,23,73,23,87,1
CC REN,7455774401,Sofía Rodríguez,02031968,63,54,63,91,1
CC REC,2067234155,Gabriela Perez,07111931,13,86,13,59,0
EIS,7780934551,María Martínez,08061942,23,68,23,77,1
CC DIG,8371716902,Sofía Murillo,25072009,73,62,73,91,1
SITAC,6449522603,Ana Cifuentes,20012000,47,52,47,42,1
MTR,7049284207,María Cartagena,19051924,68,20,68,65,1
CC,9956735801,Luis López,11032002,23,94,23,87,1
TI PV,5564190441,Daniela González,08061925,97,25,97,11,0
DCU,4449264277,Carlos García,14091950,68,50,68,31,0
CCT,5485991946,Luis Cartagena,05011988,97,32,97,50,0
ABIS,9505519900,Laura Perez,24101966,81,4,81,36,0
TI REN,3698925657,María Castaneda,04072022,8,74,8,87,1
CC DIG,2462915513,Sofía Hernández,18121975,47,29,47,38,0
CC REN,8506810617,Melissa Martínez,28101994,20,26,20,59,1
CC REN,0246632036,Gabriela Murillo,10061963,81,51,81,99,1
CC PV,5914133489,Carlos Martínez,03101952,52,43,52,6,0
NIP,6503882500,Ana Hernández,17021930,73,54,73,31,1
EIS,0982664682,Melissa Murillo,03021940,5,25,5,52,1
ABIS,9944033081,Melissa Hernández,27021958,11,100,11,50,1
CC,5886418594,Juan Perez,03051976,18,52,18,59,0
NIP,7198832589,Ana Murillo,24041961,97,58,97,2,0
TI DUP,0494675977,David Cartagena,12121937,11,31,11,42,1
CC DUP,7737228150,Gabriela Hurtado,11091926,95,36,95,41,0
NUIP,4582511012,Melissa González,22011982,25,42,25,94,1
CC,5424251970,Sofía López,23041939,99,98,99,36,0
SITAC,0293907859,Gabriela Murillo,23041988,15,86,15,21,0
TI REC,5077015110,Sofía Martínez,06011970,18,26,18,54,1
CC PV,7134810373,Laura Hurtado,25091988,99,22,99,22,1
EIS,6558015183,Ana Hurtado,05011936,68,91,68,65,1
ABIS,9263246829,David Hernández,03041977,86,92,86,99,0
MTR,4320691337,Juan Perez,02121995,50,93,50,30,0
TI PV,9955680444,Sofía Castaneda,08032009,17,86,17,13,0
SIC,3477644217,Manuela Perez,26081954,52,16,52,25,0
CC DUP,6630503088,Melissa Cifuentes,12071931,88,42,88,65,0
TI DUP,3009476632,María Castaneda,08051941,25,54,25,25,1
CCT,5473336820,María Perez,28031963,70,21,70,1,0
ANI,4377939172,Juan Murillo,10041958,47,95,47,74,0
ANI,5760589070,Laura Murillo,09101990,47,92,47,68,0
CC REC,2414581552,Miguel Martínez,04071994,19,38,19,100,0
SITAC,0072819142,Carlos López,01121931,15,22,15,34,0
NUIP,4044430601,Daniela Rodríguez,27091939,70,100,70,68,0
TI,9736014113,David García,14072014,94,58,94,21,1
CCT,5265654052,Carlos Castaneda,07121937,73,35,73,79,1
HLED-WEB,0936936545,Luis Martínez,02091958,76,53,76,99,0
AFIS,7647218319,Manuela Castaneda,19031924,17,73,17,29,0
CC REN,0953786686,Miguel González,08101993,25,42,25,15,0
TI,7310931255,Gabriela García,01011926,95,40,95,79,0
AFIS,3398925028,Marcela Cartagena,24061939,15,60,15,24,1
NIP,0734533065,Laura Perez,22111935,91,99,91,83,1
ABIS,0585542502,Manuela Murillo,03121971,52,11,52,65,1
CC PV,3609560447,Manuela González,27062004,54,74,54,32,0
SITAC,0431734836,Ana Castaneda,15102001,13,24,13,59,1
CC PV,6037766476,Carlos Cifuentes,11121950,8,51,8,1,1
TI,8264734127,David Perez,04122003,97,32,97,92,1
CCT,9693897531,Marcela González,26081949,88,30,88,78,0
TI REC,9890648980,Juan Castaneda,23051927,5,93,5,73,1
AFIS,2609890208,Carlos López,07041982,88,55,88,75,1
CC DIG,9271913256,Manuela Cartagena,07021973,88,35,88,32,1
NUIP,2629665781,Sofía Castaneda,16091966,50,79,50,59,0
CC DIG,2231823786,María Cartagena,07011943,25,86,25,13,1
CCT,9008397612,Gabriela Rodríguez,01111930,76,13,76,77,0
ABIS,1990558815,María Murillo,03041953,91,100,91,13,1
SIC,3713154207,María Hernández,26031967,17,24,17,100,1
CC REN,1892408370,Marcela Martínez,09121945,8,29,8,90,0
SIC,6858024762,Miguel García,03121991,94,16,94,95,0
CC REN,6930039081,Luis Hurtado,24031907,15,45,15,43,0
HLED-WEB,4403817067,Laura Murillo,12091929,95,35,95,10,0
TI DUP,5292305147,Gabriela Martínez,15081925,5,74,5,24,1
TI,6348970442,Daniela Hurtado,16101993,81,10,81,30,0
CC REC,4359368919,Carlos Cifuentes,02011958,5,11,5,86,1
SIC,0365897109,Carlos López,02061957,63,16,63,62,1
CC DUP,6680328716,Manuela Murillo,09061948,99,24,99,81,1
CC,1416072209,David Perez,06121999,18,1,18,35,0
CC REN,6665200086,Laura Hernández,18081924,47,55,47,62,0
EIS,9796061178,Ana Hurtado,24101983,63,58,63,59,1
CC PV,9064004733,Gabriela Cartagena,15081959,44,6,44,81,1
CC PV,3106794520,Ana González,10081963,11,47,11,1,1
CCT,0662600232,Manuela Hernández,08111940,18,73,18,29,0
HLED-WEB,7613237557,Melissa Cifuentes,03111976,54,1,54,26,0
SIC,6539075299,Daniela Rodríguez,27011993,95,13,95,26,0
DCU,5262672448,Gabriela Hernández,07071997,25,29,25,51,0
EIS,1139702053,Miguel Perez,04081966,25,54,25,1,1
CC REN,3130578541,David García,19121983,47,24,47,11,0
ABIS,0499952696,Manuela López,14021915,81,65,81,36,1
SIC,6502992443,David Hurtado,05031970,17,36,17,10,1
HLED-WEB,6487859501,Gabriela Hurtado,14121992,23,87,23,79,1
CC PV,3543292619,Miguel López,22121982,25,2,25,95,0
CC REC,5627416207,Sofía Cifuentes,24071924,11,62,11,40,0
HLED-WEB,5174809194,Manuela Hurtado,14071949,70,25,70,36,1
CC,4970910112,Laura Castaneda,08101985,20,10,20,86,1
DCU,3169424757,Ana Murillo,05011944,91,47,91,4,0
TI REC,3415181742,Ana Martínez,10091986,52,78,52,43,0
CC DUP,2852828329,Juan López,25041943,70,21,70,65,0
CC REN,1448758783,Laura García,06051946,66,32,66,44,0
TI REN,3835163000,María Cifuentes,11031998,44,25,44,2,1
AFIS,1502598330,Carlos López,15101945,97,97,97,16,1
CCT,8811164428,David Rodríguez,26051983,63,100,63,38,1
SIC,1022035709,María Cartagena,16091946,85,6,85,91,1
CC PV,4419274964,Juan González,01051942,11,6,11,36,0
NIP,1305519136,Daniela García,21041998,15,32,15,83,0
TI,7398507277,Sofía López,14031972,27,53,27,53,0
TI PV,4669331302,Daniela Castaneda,01021939,88,92,88,60,1
HLED-WEB,1025004723,María Cartagena,15091963,99,60,99,68,0
MTR,5684595541,Gabriela Hurtado,17101968,99,95,99,29,0
EIS,0244150240,Gabriela Martínez,01071931,97,1,97,35,0
ANI,0756756756,María Perez,28031930,17,47,17,19,1
TI REC,6024052249,Luis González,02061973,52,50,52,20,1
CC REC,0930157100,Daniela Cifuentes,24031957,13,25,13,87,0
MTR,3570900500,David Hernández,21101935,20,92,20,90,0
NIP,4757408432,Sofía Murillo,12051999,91,67,91,1,1
ABIS,9248193923,David Hernández,06071937,20,43,20,73,0
TI,9401746019,Sofía Cifuentes,19101962,17,91,17,10,0
NUIP,5417270777,Manuela Castaneda,15091944,73,6,73,53,1
DCU,7503444707,Laura Hurtado,28111942,73,52,73,53,1
CC,8803057345,Carlos Murillo,21061969,88,1,88,11,1
CC DIG,7949734759,Ana Rodríguez,24111981,19,98,19,52,1
CC DIG,4237730355,Ana González,18061949,20,62,20,40,0
DCU,5592991072,David Cifuentes,15071998,25,35,25,1,0
ANI,7490580071,Miguel Rodríguez,25121994,76,90,76,59,0
HLED-WEB,9618958390,David Castaneda,11081965,20,20,20,20,1
MTR,2227457460,Manuela Murillo,21031978,66,95,66,98,0
NIP,7691208664,Sofía Cifuentes,22101971,81,94,81,30,0
SIC,0516123599,Carlos Murillo,10121940,18,54,18,36,1
TI PV,8476295327,Juan López,01091994,86,87,86,51,1
NIP,1417414153,Carlos Rodríguez,15021925,8,62,8,42,1
CC DUP,2317891715,Gabriela Perez,07052002,86,20,86,40,0
TI REN,5733934104,María Cifuentes,11101946,44,60,44,1,0
CC DUP,1443437660,Miguel Hurtado,16091959,97,35,97,86,1
HLED-WEB,9109730791,Sofía García,03111995,97,29,97,68,1
CC DUP,1598799407,Ana Murillo,17101937,23,24,23,77,0
TI DUP,7009719143,María González,28032005,11,2,11,54,1
AFIS,2928199020,Melissa Martínez,27111945,25,32,25,62,0
TI PV,6010646902,Juan Perez,12011940,99,60,99,43,0
CCT,9205123388,Gabriela Hernández,22111943,20,30,20,44,1
CC DUP,7500800951,María Cartagena,10082006,13,13,13,62,0
CCT,4929521648,Sofía Cartagena,17092004,41,87,41,25,1
NIP,4967651432,Miguel Rodríguez,13081976,50,20,50,31,0
CC DUP,9438203719,Melissa Cifuentes,02102012,54,34,54,29,0
ANI,4577458268,Melissa López,04101936,70,20,70,100,0
SIC,2177082119,David Rodríguez,17101986,88,68,88,55,1
DCU,0886545048,Marcela González,12072006,97,44,97,47,1
TI PV,7706927077,Sofía Martínez,19061987,63,75,63,51,1
AFIS,3488648468,Laura Hurtado,01031935,66,75,66,95,1
TI PV,4550467161,Gabriela Murillo,04031961,8,67,8,45,0
SIC,6496642487,Sofía García,23121938,95,58,95,43,0
CC REC,6780150130,David Castaneda,23092009,41,10,41,100,0
TI DUP,1052461702,David García,19031971,63,20,63,15,1
TI PV,5759759599,Melissa Martínez,22111964,5,87,5,92,0
CC REN,1267822763,Carlos López,13121980,91,47,91,15,0
EIS,7366544456,Laura Cifuentes,10061952,15,36,15,77,1
MTR,2310144271,Luis Murillo,04011964,11,42,11,78,0
CC DUP,9703535125,Luis Rodríguez,22021960,73,40,73,92,0
NUIP,9929848196,Miguel Perez,02111967,15,6,15,77,1
CC PV,0872134973,Gabriela Hurtado,16112002,11,75,11,83,1
TI REC,8397592374,Laura Murillo,28071961,63,32,63,59,0
MTR,9294511169,Juan Perez,19021930,17,59,17,13,1
CC PV,5259363766,Juan Cartagena,13111974,85,31,85,54,1
CCT,8236811315,Laura Murillo,01091931,95,60,95,92,0
TI DUP,8592744384,Manuela Perez,25031943,68,75,68,36,1
ANI,7494668879,Daniela Cifuentes,08011967,85,99,85,55,1
CCT,7145871875,Carlos Rodríguez,13031969,81,67,81,62,0
TI REN,6273764788,Gabriela Hurtado,22071994,94,83,94,26,1
AFIS,4849804416,Marcela Hurtado,06011944,47,94,47,81,0
TI PV,8306569839,Juan Rodríguez,17061902,95,74,95,88,0
SIC,4108780944,Juan Hurtado,22011979,99,74,99,41,1
TI,8169186735,Manuela Castaneda,21091961,85,10,85,43,0
EIS,4211517456,Luis Martínez,08081986,63,62,63,40,1
ABIS,4652802764,Miguel Hurtado,15021936,94,75,94,15,1
SIC,3742601491,Sofía Martínez,07101952,18,100,18,74,1
NIP,1031037263,Daniela Cifuentes,07072004,86,74,86,19,1
HLED-WEB,1534763305,Miguel Cifuentes,03071955,85,60,85,62,1
DCU,8973548629,Melissa González,02102007,99,26,99,1,1
CC,1266241317,Daniela Martínez,07121981,66,73,66,86,0
ABIS,5805598424,Gabriela Perez,28061977,25,1,25,25,0
CC PV,6825236720,Ana Cartagena,14071943,52,47,52,78,1
CC,6449437885,Miguel Rodríguez,04022001,13,45,13,78,1
CC DIG,9982884493,Carlos Perez,26101966,27,19,27,55,1
CC DIG,2943039059,Laura Cifuentes,13011992,76,32,76,41,1
ABIS,2306778481,Carlos López,20062006,13,97,13,29,0
SITAC,3841910425,Carlos Cartagena,25011963,25,1,25,73,1
TI PV,6383660089,Gabriela Hurtado,09041986,81,90,81,19,0
CC DIG,6466386295,Sofía Martínez,17082009,68,77,68,47,1
TI DUP,5873142225,María Martínez,15111977,70,58,70,45,0
ABIS,0351147401,Miguel López,02091940,8,77,8,92,0
SITAC,0314127674,Miguel Cifuentes,25031997,99,41,99,59,0
CC REN,7774315566,Sofía Martínez,27011925,23,34,23,40,1
CCT,2044811521,Gabriela López,02051996,15,20,15,79,0
EIS,8739951056,Miguel García,22031946,95,58,95,43,0
CC,3096487222,Manuela Rodríguez,14122009,17,100,17,52,1
CCT,0395441870,Miguel Cifuentes,10021928,70,40,70,16,0
AFIS,8958852074,Ana Cartagena,03061993,76,6,76,97,1
TI,5244945068,Carlos Cifuentes,02111902,86,26,86,43,1
MTR,4247807307,Manuela Murillo,15071910,27,41,27,75,0
CC PV,5662187114,Laura Hernández,16111946,52,54,52,91,0
DCU,2111044624,David Cifuentes,15051941,97,29,97,73,0
DCU,4867083755,David Hernández,25031933,5,19,5,87,1
TI REC,7645767074,Gabriela García,05011957,97,25,97,60,1
HLED-WEB,5622757648,Luis Hernández,13051947,47,99,47,77,0
CC REC,2451186995,Marcela González,28041972,19,50,19,43,1
TI,2858512472,Sofía López,26102008,11,42,11,40,1
ABIS,8357438447,Gabriela López,01081971,73,22,73,92,1
ABIS,0337481801,Melissa García,28062002,99,53,99,86,1
SIC,7014449179,David Cifuentes,23122004,52,91,52,91,0
CC PV,0572064811,Melissa Hurtado,18021940,5,47,5,79,1
TI DUP,6297508372,Daniela Martínez,26052023,27,29,27,55,1
CC,7944951903,Juan González,12101966,86,99,86,86,1
EIS,1448708420,Marcela Castaneda,03091966,25,83,25,59,0
TI REN,8186551970,Gabriela López,13031991,52,6,52,68,1
SIC,8270891417,Miguel Hurtado,21021975,97,13,97,99,1
CC DIG,1999668303,Gabriela Martínez,22041992,66,25,66,19,0
ANI,4271431100,Melissa Rodríguez,15121998,81,16,81,62,1
NIP,4932319750,Marcela López,25061995,5,2,5,32,0
CCT,8162969635,Ana Martínez,01051957,23,59,23,83,0
CC,3052297449,Miguel Castaneda,01121952,5,52,5,40,0
NUIP,6850373543,Marcela Cartagena,21082001,85,1,85,86,0
CC REN,0951915914,Miguel Hernández,21081916,63,6,63,78,1
NUIP,3570613593,David López,23021939,94,16,94,81,0
TI PV,0101529167,Laura López,24041931,94,2,94,38,0
MTR,3810391214,Manuela Hernández,13101928,47,87,47,62,0
CCT,7466455146,Manuela Castaneda,04092009,20,81,20,15,1
ABIS,3237532760,María Castaneda,18081951,15,62,15,99,1
CC DUP,9661834138,Laura Cartagena,03061996,20,4,20,74,0
NIP,0608469239,Sofía Murillo,18101935,91,60,91,54,1
CC REN,3381827959,David García,03021958,85,77,85,32,1
CC REC,2062100681,Manuela López,01051963,86,54,86,93,0
CC DUP,5916146479,Ana Hurtado,02032005,99,19,99,97,0
AFIS,7393388395,Carlos Hurtado,20071948,8,88,8,90,0
CC DUP,9329970887,Sofía Rodríguez,16051982,11,21,11,62,0
SITAC,3701573818,Melissa Castaneda,03111946,44,3,44,81,0
SITAC,4717035120,Luis Murillo,05021995,97,3,97,78,1
SIC,6009965122,María Hernández,19091996,17,87,17,24,1
EIS,2082631294,David Hurtado,03071940,54,55,54,90,0
CCT,3538853814,Miguel Martínez,08101962,91,65,91,19,1
SIC,0441011110,María Martínez,16031954,44,32,44,58,0
ABIS,9664924698,Juan Hurtado,14021972,5,68,5,94,1
CC PV,3585377082,Daniela Perez,28071986,25,22,25,41,0
EIS,9537897770,Carlos Cifuentes,14091986,13,53,13,20,1
ABIS,7979662254,David González,22092008,41,3,41,92,0
TI PV,5357873946,María López,11121977,8,67,8,25,0
ANI,5436836158,Melissa Hernández,11041950,76,83,76,32,0
ANI,5679196783,Carlos Castaneda,04052002,18,41,18,74,1
CC DIG,4533282008,Sofía Cifuentes,04081925,94,55,94,6,1
CC DIG,3391979657,Sofía García,22072009,99,26,99,36,0
TI DUP,1417785631,Juan Hernández,18091994,68,55,68,99,0
SIC,2915878822,Carlos Murillo,07111994,66,30,66,83,1
TI REN,9128001933,Sofía García,16111988,97,11,97,11,1
NIP,8152564426,Ana Cartagena,21071970,86,15,86,1,0
TI REN,1544720085,Manuela Hernández,03051937,47,32,47,93,1
MTR,5855987802,Juan Perez,28032002,88,16,88,15,1
TI DUP,7950259895,Manuela González,28102002,85,75,85,59,0
NUIP,9730743748,Daniela Martínez,24061932,66,44,66,44,1
NUIP,5097541809,Melissa Perez,17071926,88,91,88,52,0
SIC,4561880463,Sofía González,08011973,47,2,47,31,0
CC PV,7797907378,Luis Castaneda,25012002,13,73,13,19,0
CCT,5001472402,Daniela Cartagena,28021937,81,6,81,75,1
EIS,7883578145,Luis Perez,14011939,76,79,76,95,0
SITAC,6368420591,Manuela Martínez,13041946,63,78,63,53,1
DCU,7203869057,Daniela García,06051944,99,2,99,13,1
NUIP,5386130830,Gabriela González,18031965,47,87,47,29,0
TI REC,8278892651,María Cartagena,26101935,85,3,85,4,1
CCT,9968609778,Luis Hurtado,19051971,94,79,94,20,0
CC PV,2613046569,Miguel Perez,21011953,66,2,66,97,1
NIP,9569812751,Juan Castaneda,09111931,27,41,27,79,0
NUIP,1285898988,Luis Martínez,09021931,95,20,95,75,1
CC,6040277158,Juan Martínez,23051945,19,44,19,51,0
MTR,7656677795,Ana Perez,02071947,95,98,95,74,1
ANI,5852485409,Melissa Cartagena,10021957,44,35,44,94,1
CC,2078979876,Melissa Hernández,14041929,11,58,11,13,1
NIP,0327901663,Miguel Martínez,03031926,13,65,13,79,1
CCT,9192487739,Melissa Hurtado,10111943,99,50,99,62,1
TI,7168969529,Ana Perez,26041978,52,16,52,55,1
CCT,0030677614,Marcela García,01101947,81,40,81,13,1
SIC,2600066612,Miguel Castaneda,09121990,86,100,86,2,0
ABIS,0434982128,Melissa Murillo,03111964,11,41,11,26,1
TI PV,5391247950,Marcela Cifuentes,03051994,99,25,99,78,1
MTR,4370936983,Marcela Castaneda,02121955,54,55,54,65,0
NUIP,2583399180,Sofía Rodríguez,09011934,50,25,50,73,1
TI PV,5718605398,Luis Martínez,10081950,70,83,70,15,0
CC,9090908625,Juan Cifuentes,16061975,68,59,68,4,0
TI DUP,6345220512,David Castaneda,04042005,99,22,99,30,1
MTR,5852636968,Carlos González,28021972,91,15,91,6,1
NIP,6461540384,Juan Castaneda,10111958,50,100,50,93,1
ABIS,2452883204,Manuela López,20031963,47,86,47,24,0
ANI,5602065999,Manuela Martínez,28091980,68,24,68,87,0
NIP,9911295933,Laura Perez,23011910,5,22,5,62,1
AFIS,2425386242,Daniela Cartagena,09051969,99,94,99,81,1
CC REC,6646472683,Gabriela Cartagena,18051940,47,16,47,6,0
TI REN,2289251795,Juan González,05102001,47,97,47,13,0
DCU,5603916756,Laura González,11061982,47,4,47,87,1
CCT,0166524353,Gabriela González,16101925,81,35,81,74,1
NIP,9476695030,David Martínez,24111917,63,58,63,2,1
TI REC,5214905719,Miguel López,26031972,81,94,81,34,1
AFIS,7990149331,Miguel Castaneda,04071990,17,100,17,43,1
HLED-WEB,1989480037,Gabriela Rodríguez,12041969,47,50,47,30,0
SIC,1310031366,Manuela González,18071956,97,4,97,65,0
CC PV,0719471797,Sofía Martínez,14122008,85,20,85,92,1
TI,0147786945,Sofía Murillo,21121969,8,30,8,34,1
CC REC,7100311611,Sofía Perez,18101908,63,40,63,88,1
ANI,8337217774,Carlos Murillo,25081960,86,62,86,95,0
CC REC,0028622247,Melissa Hernández,24031959,13,31,13,22,1
TI,0112290864,Laura Rodríguez,28031925,11,20,11,78,0
MTR,5954908350,Daniela Rodríguez,01111951,70,60,70,65,0
CC DIG,4113567967,Marcela Cartagena,20071933,25,51,25,35,0
SITAC,7486292713,Daniela González,09041975,97,43,97,38,1
ABIS,0939718518,Melissa Cifuentes,04101974,66,58,66,43,0
TI DUP,8253084810,David Hernández,13041933,41,31,41,65,1
TI PV,2508248901,Melissa Hernández,24071964,5,44,5,41,0
CC PV,5943770233,Sofía Rodríguez,06121993,63,92,63,90,0
CC REN,5128133345,Ana García,14091957,11,44,11,42,1
SIC,8808260002,Gabriela Perez,02021946,95,32,95,91,0
CCT,4060082020,Daniela González,23011969,66,44,66,6,1
TI REN,6817849981,Laura Cifuentes,18071962,44,59,44,36,0
DCU,1180986886,Marcela Hurtado,13111961,52,54,52,65,1
NUIP,6091884014,Miguel Murillo,20111997,73,13,73,62,0
TI REC,4832228486,Gabriela Rodríguez,22021969,15,86,15,3,0
DCU,7140232152,Gabriela Murillo,11111962,25,24,25,67,1
CC PV,3649591776,Daniela Hernández,07012009,63,29,63,10,1
CCT,4761610106,María Cartagena,05022005,5,52,5,83,1
TI PV,2548567813,Luis López,20012007,13,22,13,88,1
NUIP,2208331602,Marcela Rodríguez,23121946,81,73,81,29,0
SITAC,7747056395,Gabriela González,07051929,99,10,99,38,1
SITAC,5147785035,Laura Hernández,24031989,94,78,94,52,1
EIS,0101291709,Daniela Perez,10101945,54,31,54,19,0
TI REC,5044166616,Sofía Cartagena,16071949,47,52,47,90,1
NUIP,5231952172,Sofía López,05041979,73,11,73,3,0
NUIP,9006488102,Ana González,12091998,23,99,23,68,1
CC DIG,6646902319,Juan López,10101984,19,87,19,41,1
NUIP,7595899271,Laura Perez,15111933,94,42,94,47,1
SIC,2922580581,Luis Rodríguez,04121975,18,67,18,3,0
MTR,5122879321,Gabriela Martínez,17072008,54,2,54,50,0
TI REN,1903780526,David Hurtado,28091983,23,32,23,2,0
CC,7460947580,Laura Hernández,22071971,66,24,66,93,0
HLED-WEB,8432150773,Daniela Murillo,27081985,18,65,18,45,1
CC,5003703152,Laura García,15031957,50,97,50,77,0
CC DIG,7554538631,Gabriela Martínez,10081983,63,16,63,83,1
SITAC,4268864059,Carlos Hernández,03112009,41,35,41,75,1
TI DUP,6539477919,Marcela García,15102004,76,42,76,19,1
EIS,3690476018,Carlos Hernández,05082003,13,77,13,74,0
ABIS,0305450210,Luis González,05011928,81,2,81,83,1
SITAC,7916327493,Juan González,26111931,54,99,54,31,1
AFIS,7042289612,Daniela Perez,01031970,23,73,23,51,0
NUIP,1424484172,Carlos Perez,07121933,8,2,8,95,0
