tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
EIS,5418720036,Ana Rodríguez,22061962,54,81,54,52,0
CCT,4923885284,Daniela González,23092007,44,26,44,29,1
SIC,1034789478,Laura Perez,22021999,19,87,19,53,1
CC REC,9135378737,Daniela Perez,21011935,94,55,94,67,1
TI REN,7279104881,Juan López,04111948,88,65,88,74,0
CC,5860923129,David Cartagena,25062002,52,34,52,62,0
TI,8081534968,Manuela Cartagena,19011926,47,83,47,32,1
CC DUP,9619287890,Miguel García,20011927,97,19,97,13,0
TI DUP,2426082149,Marcela Cartagena,02051926,17,54,17,53,1
TI DUP,4556885506,David Martínez,19121943,85,40,85,79,0
MTR,7431596966,Daniela Cartagena,07101986,54,13,54,43,0
CC REN,4508373570,Laura García,04101993,95,43,95,4,0
CC DUP,8162797413,Miguel Hurtado,18111987,13,91,13,77,1
SITAC,0457379420,Laura Cifuentes,14021942,52,29,52,100,1
CC REC,7481746088,David García,28081968,19,79,19,40,1
TI,8246406338,Ana Cifuentes,20052007,23,90,23,86,1
CC REC,0204054462,Luis Perez,08071958,70,58,70,30,1
TI DUP,5383500280,Ana Castaneda,27011994,86,38,86,75,1
CCT,7748482976,Juan Castaneda,24031944,50,44,50,21,0
CC REC,7765752338,María Perez,01101932,88,41,88,24,0
AFIS,7799175903,Sofía Cifuentes,15111954,18,86,18,95,0
HLED-WEB,0302845852,Sofía Martínez,11101944,8,97,8,100,0
CC PV,3435672759,Sofía Castaneda,11122007,19,99,19,20,1
CCT,3689764254,Sofía Rodríguez,08021990,91,35,91,29,1
MTR,9699949285,Marcela Rodríguez,10061965,23,81,23,74,1
TI REN,4935208710,Daniela González,19011962,99,60,99,52,0
TI REN,2076935918,David Martínez,26051955,86,62,86,41,1
DCU,0803218727,Laura Rodríguez,13051989,91,67,91,55,0
TI REC,5510076750,Luis Hernández,25111963,27,93,27,22,0
ANI,5564019766,Gabriela Murillo,04041954,20,86,20,94,0
SITAC,1648623602,Marcela Castaneda,03101969,91,53,91,1,0
EIS,0439437382,Manuela López,15011968,73,38,73,83,1
CC REN,8454818777,Daniela Rodríguez,25011978,94,52,94,94,1
TI DUP,4306854503,Luis Martínez,25012001,81,6,81,2,1
CC DUP,9151412911,Marcela Cifuentes,08061961,5,74,5,36,0
CCT,9731452768,Juan Cifuentes,18051993,47,92,47,36,0
MTR,7357588824,Manuela Martínez,20011978,88,29,88,67,0
NIP,1279728442,Luis Rodríguez,12111934,23,44,23,20,0
MTR,3296242229,Carlos Martínez,24101995,54,74,54,97,0
DCU,3233730667,Miguel Hurtado,04071980,63,88,63,35,0
ABIS,8347942735,Luis Hernández,09101941,91,10,91,94,1
TI PV,1241946490,Ana Hernández,27091949,73,43,73,67,1
TI REC,7245601590,Melissa López,26092000,8,44,8,52,0
TI PV,2476217110,Marcela Murillo,07022003,52,94,52,62,0
AFIS,4966621054,María Hernández,06062009,99,87,99,58,1
CC,0108519728,Sofía Martínez,06101960,20,88,20,55,1
CC DUP,1368925748,Gabriela Perez,12031999,54,32,54,94,0
CCT,3883540845,Juan Castaneda,15102010,54,30,54,29,0
ANI,0547821746,Melissa García,14101932,81,43,81,75,0
CC PV,7900528555,Gabriela García,24121942,23,77,23,35,1
SITAC,9731878371,Melissa Rodríguez,21021967,13,20,13,58,1
HLED-WEB,1355567324,Melissa Cifuentes,07061988,8,54,8,87,0
TI REN,2236889597,Daniela Hernández,14091994,52,62,52,50,1
DCU,7984433663,Melissa García,01121945,63,38,63,62,1
CC,3451794784,Juan Castaneda,02011965,66,60,66,43,1
CC DIG,4768132310,Manuela García,22102001,66,90,66,95,0
NUIP,8994361075,Melissa Castaneda,20091965,17,99,17,94,0
CC DUP,3645429198,Sofía Rodríguez,26011982,66,42,66,32,1
ABIS,7738350187,Miguel González,04061930,94,38,94,53,0
TI PV,4377032872,David Castaneda,15121981,44,90,44,60,1
CC DIG,3252702768,Daniela Hurtado,11071989,8,32,8,73,0
HLED-WEB,5518988005,David Hurtado,26031924,54,2,54,62,0
TI REC,1249657146,David Cartagena,21061959,44,47,44,93,0
CC PV,4243235363,Carlos González,22011978,52,15,52,98,0
TI DUP,1043292844,Manuela García,01101987,76,31,76,55,1
CC,2923827987,Marcela Rodríguez,03071946,20,3,20,75,1
DCU,6118622023,Carlos Cifuentes,12101988,73,99,73,62,0
NIP,5886930709,Marcela Perez,12122009,97,31,97,11,0
NUIP,1932147324,Ana Cartagena,28112014,91,67,91,31,1
SITAC,4539030675,Daniela Hurtado,25051929,97,29,97,2,0
DCU,5036318976,Carlos Rodríguez,09101974,50,100,50,45,0
NIP,2643260059,Carlos Hernández,07101939,76,91,76,52,1
CCT,5735277667,Ana Castaneda,18081973,68,32,68,51,1
ABIS,7275715020,Miguel García,24081968,44,83,44,34,1
MTR,0607490310,Luis Rodríguez,14091992,27,41,27,32,0
CC,2061039830,David Martínez,14071982,63,86,63,97,0
CC REC,6746415644,Ana Hernández,04101952,44,62,44,60,1
CC REN,9564288993,Sofía González,04071974,23,1,23,51,0
HLED-WEB,8113287373,David Perez,25041925,76,30,76,13,1
AFIS,1822120106,Gabriela López,01061945,70,90,70,87,1
AFIS,9181663130,María López,13072006,81,81,81,74,1
NUIP,0692723082,María González,01091936,18,78,18,100,0
CC DUP,8040157934,Miguel García,04041924,50,3,50,3,1
SIC,1080479203,Juan Hurtado,19101945,91,29,91,52,1
CCT,9141733300,Miguel Martínez,13061957,5,44,5,53,0
TI PV,6893326514,Luis Perez,04031996,19,52,19,44,0
ANI,9965823928,Juan López,20011929,19,73,19,1,0
TI,7358215700,Miguel Perez,02081981,19,38,19,1,0
CC DIG,8635335539,Laura García,03101996,27,29,27,4,1
TI,1041797862,María González,05092006,13,98,13,38,1
ABIS,9009567971,Luis González,17021974,66,88,66,90,0
CC REC,5260004392,Sofía García,17011974,19,94,19,92,1
CC DIG,3878445486,Gabriela Hernández,27112004,13,43,13,65,0
CC REN,5933994324,Miguel González,22111971,27,77,27,3,1
TI REN,5059949577,Laura López,09091944,94,59,94,24,0
ANI,1422526226,Marcela Cartagena,19101987,94,4,94,74,0
CC DUP,1468059286,Laura Castaneda,19101965,25,54,25,32,0
CC REN,4706341798,Carlos Murillo,19071980,94,79,94,45,0
EIS,2974934993,Laura Hernández,03021964,68,51,68,25,1
CC DUP,4996761849,Gabriela Cartagena,08101975,88,13,88,98,0
TI DUP,9149912399,Juan Murillo,01081935,47,47,47,53,0
CC PV,2094453336,Gabriela Castaneda,28111953,94,15,94,95,0
CC REC,0371321238,David Perez,13071952,19,38,19,15,0
TI REN,7525698628,Gabriela Perez,15081954,97,93,97,25,1
EIS,0946090316,Gabriela Hurtado,11071947,86,75,86,40,0
TI,2863467689,Melissa González,15061945,20,21,20,25,1
HLED-WEB,7905340929,David Rodríguez,25031935,54,30,54,83,1
CC REN,1895383978,Manuela González,22051980,47,32,47,42,0
TI PV,4512031262,Gabriela Cartagena,09091938,18,36,18,54,0
CC,2752648223,Ana Cifuentes,20091941,17,53,17,38,0
TI,7895623539,Juan González,03091980,66,24,66,2,0
CC DIG,0780951787,Ana Cartagena,21041978,85,19,85,68,1
TI PV,2758537825,Ana López,09051926,47,74,47,100,0
CCT,4770954957,Ana Hurtado,16012000,95,50,95,87,1
TI,3671889148,Luis Castaneda,07111977,5,73,5,6,0
DCU,4772625875,Ana Murillo,14081990,85,35,85,22,1
HLED-WEB,6990058862,María Cartagena,26031955,41,62,41,58,1
CC PV,9571817589,María García,05031947,68,60,68,41,0
AFIS,5036741545,Juan López,17022005,68,60,68,24,1
CCT,3712748352,María Hernández,01061937,63,59,63,47,1
TI DUP,2467233081,Daniela Rodríguez,27081949,11,26,11,31,1
CC REN,2279682430,María García,06011977,8,59,8,94,0
MTR,6969001566,Melissa Cartagena,20092002,94,83,94,100,0
CC REC,3954712922,Juan Martínez,21011931,88,21,88,92,0
CC DUP,1459672627,Melissa Perez,25091976,86,53,86,67,0
CC,7535120836,Daniela González,25091968,54,87,54,79,0
EIS,1879894480,Miguel López,02081954,27,50,27,25,1
NUIP,5746686795,Melissa Cartagena,25111935,27,45,27,65,0
CC REC,9426080410,María López,09051925,13,68,13,88,0
CC PV,5483346366,David Castaneda,20081995,19,35,19,58,1
ANI,4755173006,Laura Castaneda,12111986,27,83,27,35,1
NIP,6978078492,Laura Rodríguez,12021994,15,91,15,94,1
CC DUP,6061043949,Manuela Cartagena,12031937,27,68,27,22,1
CC DIG,4731021607,Manuela González,26081954,97,41,97,1,0
SITAC,5051889899,Luis Cifuentes,21091932,15,21,15,10,1
MTR,6673808637,Luis Martínez,20061993,85,50,85,3,0
DCU,2495327172,Miguel Castaneda,23071949,85,93,85,26,0
TI REC,9898685193,Juan Hurtado,14051984,88,83,88,54,0
CC,9817485163,Daniela Perez,25111932,68,100,68,99,0
ANI,1777428516,Gabriela Martínez,20101934,54,58,54,65,0
CC,9117150018,Daniela Hurtado,27091951,44,77,44,59,1
TI DUP,1727821600,Luis Cifuentes,23091981,97,1,97,38,1
CC REC,0587311734,Sofía Cartagena,27041992,86,79,86,40,0
CC REN,2355003523,Miguel Murillo,21051970,54,88,54,21,0
TI PV,2311880755,Sofía Cartagena,19021977,18,2,18,24,0
DCU,5404788321,Luis García,08021986,25,34,25,36,1
TI DUP,6261757022,Gabriela López,28091991,66,50,66,77,0
SIC,5344628213,Laura García,01071982,18,65,18,31,1
DCU,0225990683,Sofía López,01071926,54,92,54,4,0
CCT,4352910082,David González,10012004,94,86,94,51,1
TI REN,9853773565,Melissa García,17011932,19,86,19,53,1
TI PV,1165774844,María García,06031925,81,88,81,2,0
TI REC,8969971551,David González,21122000,17,26,17,58,0
CC REC,8853084341,Melissa Martínez,07061973,19,87,19,31,0
CC DIG,4407384008,María García,27041949,50,40,50,79,0
CC PV,9476696902,Daniela González,20011961,70,3,70,38,0
DCU,2018425696,Manuela Castaneda,05121988,94,62,94,22,1
TI REN,7513404561,Miguel Castaneda,26111926,19,36,19,13,1
CC PV,0616574140,Miguel Cartagena,02112024,94,90,94,86,1
DCU,8397366574,Ana Murillo,01101998,73,13,73,95,0
HLED-WEB,5445740943,David Perez,22071948,27,40,27,78,0
SITAC,0772361028,Manuela García,19071979,52,44,52,15,1
CC PV,3598072964,Daniela Cifuentes,16031999,27,97,27,25,1
ANI,7578849935,Miguel Rodríguez,08111952,63,88,63,79,0
CC,9958309007,Daniela Rodríguez,14122005,8,51,8,94,1
CCT,9529224942,Marcela Murillo,19061968,88,34,88,35,1
CC,8059794282,Miguel González,03051938,66,13,66,4,0
ABIS,9319772618,Luis García,06111981,73,34,73,59,0
CC REC,5436876832,Gabriela González,04091954,18,74,18,98,0
EIS,6780533767,Marcela Rodríguez,14121958,70,15,70,58,0
CCT,4496370007,Luis Murillo,07081973,63,22,63,94,1
TI REC,5831868868,Carlos Castaneda,15082009,5,24,5,13,0
ANI,9071753755,Daniela García,16122009,44,45,44,42,1
MTR,5848609572,Laura Martínez,05081935,73,54,73,65,1
MTR,7256215106,Marcela Hernández,17111933,19,58,19,73,1
MTR,7375083775,Daniela Martínez,11071967,27,55,27,100,0
CC DUP,9569485388,Melissa Cartagena,10081954,41,87,41,19,0
SIC,4228362933,Ana López,02081970,97,94,97,79,0
TI PV,3774514371,Miguel Rodríguez,28061926,86,24,86,34,1
CCT,8507105922,Melissa Rodríguez,01101997,91,26,91,98,1
EIS,1419861293,Laura Hernández,25061944,17,74,17,74,1
HLED-WEB,1861628089,Miguel Hernández,06081994,8,67,8,31,0
TI REC,1592630648,Sofía López,28101935,95,19,95,73,0
AFIS,2109573325,Juan Cifuentes,25031926,97,26,97,13,0
EIS,2420584033,Ana Cartagena,19081955,95,31,95,43,1
CC DIG,4424186270,Sofía González,08051991,63,59,63,41,0
HLED-WEB,1103358277,Luis Rodríguez,26101984,27,10,27,20,0
CC,1806328596,Juan Murillo,18121937,44,24,44,94,0
NIP,0467141855,Luis Rodríguez,16111955,25,97,25,100,0
ABIS,1716588540,Gabriela Martínez,26021994,52,35,52,51,0
AFIS,7606496413,Carlos Cartagena,10081947,20,59,20,6,0
NIP,6148116105,Ana Murillo,23081945,97,2,97,41,0
NUIP,6408465767,Manuela Perez,13042002,50,51,50,3,0
ANI,9442258014,Manuela González,24042009,11,53,11,88,1
CC PV,9630136158,Manuela Hurtado,04101993,85,75,85,19,1
CC PV,6526796582,Marcela Cartagena,24081934,95,30,95,6,0
ABIS,0662642461,Ana Cartagena,07041946,70,83,70,95,1
SIC,0401818483,Marcela Hurtado,28091993,25,30,25,40,1
AFIS,0960052655,Sofía Hurtado,09101970,94,25,94,62,0
HLED-WEB,4629698637,Laura Rodríguez,21041945,68,22,68,81,0
CC DUP,6927676606,Miguel García,19041957,19,38,19,73,1
CC,6322201957,David Perez,04021937,94,58,94,1,0
TI PV,2465917357,Sofía Murillo,23092005,70,4,70,99,0
ABIS,7663994443,Ana García,12122009,63,88,63,32,0
CCT,9717025516,Miguel Rodríguez,03111974,5,44,5,41,1
CC PV,3270523138,Luis Murillo,01011934,27,31,27,93,1
CC,6580227704,Sofía Murillo,12031975,47,10,47,6,1
NIP,6067221428,Daniela Cartagena,28061952,27,97,27,98,1
CC DIG,1716794749,Laura Rodríguez,21081967,50,16,50,4,1
CC REC,1494574918,Melissa Perez,03011943,97,35,97,22,0
NIP,7791909043,Ana González,15111985,66,45,66,58,0
CC PV,1519769019,Gabriela López,20092005,13,34,13,1,0
TI REN,2634195470,Carlos García,07041951,54,13,54,16,1
ANI,3082548768,Gabriela García,07012002,66,36,66,1,0
ANI,8412825018,David Rodríguez,16111932,54,97,54,74,1
MTR,0226073215,Miguel Martínez,09031978,97,40,97,81,0
HLED-WEB,3739200011,David Martínez,28061991,13,40,13,29,1
DCU,6205099006,Carlos Martínez,12071975,86,2,86,15,1
ABIS,2837315894,Sofía Cifuentes,07091977,99,97,99,47,0
CC DUP,7763404771,Luis Martínez,09022007,50,75,50,45,0
ANI,3858436582,Melissa Cifuentes,18091930,44,13,44,93,1
ABIS,0223690102,Juan Murillo,25052005,50,22,50,79,1
TI DUP,0143842209,David López,10021999,27,4,27,65,0
NIP,4714926428,Luis Perez,28041964,63,87,63,31,1
TI DUP,6848033004,Carlos Perez,01092001,50,79,50,59,0
EIS,2574635261,Miguel González,10022003,18,26,18,42,0
CC REN,0228213049,Luis García,12051958,11,78,11,26,0
SIC,1995507506,Juan Martínez,24081951,17,78,17,60,1
DCU,2858491446,Melissa García,13121957,15,36,15,60,0
TI REC,9262813065,Sofía Rodríguez,02082006,8,97,8,99,0
CC REN,5799598888,Manuela Perez,05051987,66,53,66,55,0
SITAC,7204662595,Miguel Cartagena,05071977,91,38,91,13,0
SIC,6648054014,Juan Rodríguez,18101989,85,86,85,75,0
NUIP,8322775803,Luis López,15031977,50,34,50,98,0
TI REN,6564966204,Carlos Murillo,07051929,47,44,47,67,0
CC PV,8496876334,Gabriela Cifuentes,22101951,27,22,27,34,1
TI REC,0845453041,Carlos Rodríguez,08031993,88,95,88,86,0
AFIS,7264689554,Daniela Murillo,21041983,81,55,81,86,1
TI REN,5414262277,Ana López,28021988,19,32,19,19,0
EIS,2427198113,Manuela Hurtado,12111932,11,95,11,99,1
TI PV,7666351373,Miguel Castaneda,03051954,94,88,94,93,1
TI REN,2011067190,Gabriela Murillo,07051979,41,54,41,25,0
TI REN,7446269249,David Cifuentes,25101986,23,47,23,31,0
CC REN,3650483844,Laura Castaneda,21051945,19,95,19,3,0
TI PV,6811514181,Marcela Cifuentes,13062004,25,19,25,4,1
CC,4970271037,Manuela Martínez,16121990,85,50,85,93,1
MTR,6294926568,Melissa Rodríguez,14051949,91,35,91,91,0
TI DUP,3679261889,Miguel Cifuentes,06072002,5,52,5,95,1
CC DUP,9543807415,Gabriela López,01041939,94,16,94,43,1
DCU,1418176620,Miguel Castaneda,26101977,73,4,73,22,1
NIP,2566608629,Luis Martínez,18031932,27,38,27,68,1
MTR,5390613730,Manuela Martínez,24111989,70,30,70,79,1
MTR,2045962528,Miguel Martínez,08071954,66,20,66,58,0
TI REN,6346696240,Juan Hurtado,19111981,52,32,52,87,0
CC DUP,1561858506,Laura Perez,25101942,50,67,50,13,0
HLED-WEB,3853829380,María Cartagena,04031947,73,51,73,79,1
EIS,2117802211,Manuela Cifuentes,12061975,27,34,27,77,0
SITAC,3640801517,María González,27051926,25,22,25,74,1
TI REC,6951281031,Miguel Hurtado,15072007,47,10,47,90,1
TI REN,0479768594,Ana Murillo,07091959,70,30,70,42,1
EIS,6635181603,Juan Hurtado,06101991,47,30,47,75,1
MTR,6072013671,Melissa Cartagena,03111992,70,73,70,40,1
TI,9552731116,Melissa Rodríguez,28021926,95,45,95,62,1
MTR,4400990282,Melissa Castaneda,03111946,70,78,70,98,1
NIP,2896422334,Carlos Cifuentes,08121927,5,52,5,45,0
HLED-WEB,0932269088,Carlos Rodríguez,02121929,73,29,73,74,0
ABIS,4606495985,Gabriela Rodríguez,09062000,76,45,76,52,1
CC REC,3975878701,Luis García,26111930,52,74,52,73,0
TI,3149754573,Sofía García,19091934,81,90,81,20,1
ANI,5895798761,Manuela García,13032004,95,54,95,98,0
TI,1835352471,Daniela Hurtado,06031969,52,40,52,54,0
CC DUP,1695605282,Luis Cifuentes,17121989,18,6,18,44,1
TI,6256694560,Laura García,21051936,81,54,81,62,1
MTR,2511716548,María Martínez,03092001,94,67,94,92,0
HLED-WEB,0198455302,Ana Cifuentes,17081975,66,29,66,53,0
DCU,2296908640,Melissa Cifuentes,21091991,11,15,11,53,0
DCU,2793973870,David Cifuentes,20072002,81,11,81,98,0
CC REC,8380299691,Melissa Murillo,06061926,23,58,23,93,1
CC REN,7946033176,Miguel González,12101988,20,100,20,98,0
TI REC,3570095202,Miguel López,28051967,13,34,13,75,1
CC,1834880999,Marcela Martínez,10101924,70,45,70,90,0
TI,9694672154,Juan García,12111959,86,32,86,65,1
TI,8207473421,Daniela Hernández,11011908,5,24,5,52,0
TI DUP,2251108378,Manuela Rodríguez,27101975,68,10,68,51,1
HLED-WEB,3442531322,Carlos Hernández,21041975,13,73,13,2,1
NIP,5884490266,Sofía López,05091924,97,91,97,65,0
SIC,3077875478,Laura García,12091925,70,90,70,45,1
CC REC,9366055819,Juan Cartagena,26121981,85,50,85,47,1
CC,7814670817,Gabriela Hernández,27021946,88,59,88,24,0
HLED-WEB,9461828895,Luis Perez,15041934,13,22,13,55,0
TI,6153334460,Luis Hernández,26081947,76,44,76,79,1
CC,5895744604,Miguel Rodríguez,19121954,86,92,86,15,0
AFIS,2262246914,Carlos Perez,22072005,11,41,11,21,1
SIC,7647336016,Daniela García,13012001,44,38,44,87,1
CC REN,0086480422,Luis González,12051940,50,30,50,65,0
CC DIG,2512172290,Daniela González,19011944,66,43,66,79,1
CC DUP,2343179874,María Hurtado,18101996,47,51,47,87,1
NUIP,3184223462,Juan Hernández,28032000,63,78,63,4,1
DCU,2429987461,Juan Cifuentes,11081992,19,83,19,74,1
DCU,0446635025,David Murillo,02021947,85,62,85,45,0
ANI,2885426164,Carlos Murillo,26061959,81,41,81,92,0
SIC,4977186055,Manuela Martínez,22061949,20,62,20,44,0
TI PV,0019235374,David Cifuentes,04031971,91,53,91,45,0
MTR,8890079253,Gabriela Cifuentes,15051939,81,15,81,26,1
TI DUP,3572671627,Sofía Cartagena,06081988,52,11,52,100,1
CC DIG,8809815932,Sofía González,05071974,66,15,66,95,1
AFIS,8269754088,Laura Hernández,17101998,91,21,91,65,0
CC DIG,1090670580,María Cartagena,26122001,15,90,15,40,1
CC PV,5820258208,Daniela González,04041979,95,83,95,50,0
SIC,8177038646,María Hurtado,27031998,41,44,41,53,1
SIC,8352794935,Laura Murillo,09061945,52,68,52,36,1
SITAC,0893742184,Luis Martínez,20121935,44,43,44,91,0
CC,1047863780,Melissa Castaneda,13031984,95,22,95,42,1
ANI,2601297711,Laura Rodríguez,27021932,76,68,76,31,1
EIS,8792896110,Gabriela Perez,05021964,47,86,47,30,0
SITAC,3084061042,Daniela García,06051980,99,38,99,91,1
NIP,2931714798,Marcela Castaneda,17121925,68,50,68,10,1
CC,3437810213,Laura Hernández,16061946,95,22,95,30,0
CC DUP,2113068222,Carlos Martínez,28041940,97,83,97,54,0
EIS,7327959500,Ana Martínez,23041925,85,6,85,30,0
AFIS,4254277536,Juan Perez,08031983,73,11,73,34,0
MTR,0414660440,Juan Murillo,12041985,94,3,94,94,0
MTR,6917895713,Miguel Perez,06112007,25,6,25,68,0
CCT,6524287179,Marcela López,15022000,41,15,41,2,1
CC REC,3083096754,David Perez,06071929,13,38,13,10,0
MTR,3215725895,Juan Martínez,02041976,95,11,95,78,1
CC REC,0508202269,Carlos Hernández,18081943,27,19,27,44,0
CC PV,7892855178,María Rodríguez,28101981,68,90,68,98,1
TI PV,2838551642,Laura Perez,23091968,95,26,95,59,0
CC,5357534765,Manuela Hernández,20061983,95,50,95,42,1
AFIS,5440045690,Melissa Cartagena,25052016,41,25,41,99,0
DCU,4111478655,Carlos Martínez,11091991,13,32,13,22,1
TI REC,9661720280,Miguel Hernández,25071963,8,35,8,90,0
CC REN,4822694435,Melissa López,01032000,44,22,44,86,1
HLED-WEB,5115016954,David García,17091975,86,2,86,92,1
CC DUP,2794769040,Juan Castaneda,08011952,17,43,17,97,0
CCT,5660275941,Ana Castaneda,09081938,85,30,85,13,1
ABIS,6619476271,María Perez,20071950,73,21,73,60,1
CC DUP,5399722145,Marcela Hurtado,02071959,81,24,81,52,0
MTR,9312342376,Manuela Castaneda,02101952,19,20,19,6,0
TI DUP,9829884658,Melissa Cartagena,27111960,94,94,94,88,0
HLED-WEB,4902527804,Miguel López,19021955,68,91,68,62,0
TI PV,8547717087,Melissa Hurtado,02011977,81,73,81,47,0
ABIS,1220039602,Gabriela Perez,23071931,95,55,95,42,0
EIS,9220456416,Ana Perez,02121995,15,36,15,93,1
TI REN,8026460386,Gabriela Hurtado,27071999,27,65,27,15,1
CC,8492087519,Carlos Castaneda,15072001,68,50,68,10,0
TI DUP,2727103529,Melissa Hurtado,27061998,76,99,76,67,0
TI REN,1936968792,Marcela Cartagena,05111999,50,21,50,15,0
ABIS,4616236184,Luis Perez,20051976,88,94,88,21,0
CCT,0148173377,Melissa Cifuentes,10041935,99,29,99,29,1
HLED-WEB,1959428599,Ana Hurtado,04101940,81,87,81,62,0
NUIP,8187030103,Sofía Hernández,03021986,66,60,66,74,0
TI DUP,5079509724,David López,24071958,86,50,86,77,0
NUIP,3096278170,Ana Martínez,23061932,85,21,85,53,1
CC,9968461365,Sofía Martínez,09021975,54,22,54,53,1
CCT,3608764723,Miguel Perez,23101927,73,10,73,50,1
NIP,5066091578,Marcela Cifuentes,26071996,20,90,20,98,0
CC DIG,4616712775,Laura Hernández,05091935,91,77,91,65,0
TI,4714209252,Marcela González,11121925,76,44,76,35,0
MTR,0033587671,Manuela Cartagena,18111941,94,65,94,22,1
TI REC,8880380444,Miguel López,07091994,99,92,99,26,0
TI REC,2784262322,Luis Castaneda,05051992,85,58,85,35,1
TI DUP,5570564795,Sofía González,09121933,70,41,70,78,0
TI PV,1268209496,Manuela Castaneda,19011957,88,11,88,36,1
TI DUP,8889950336,Carlos Hernández,23061951,91,86,91,77,0
MTR,2139309318,Melissa Rodríguez,20121929,52,50,52,99,0
NUIP,2531836128,Manuela Rodríguez,03051985,70,51,70,45,1
CC,9362610384,Juan Castaneda,05071989,19,79,19,78,0
TI,2376915752,Carlos Hurtado,12031986,41,98,41,65,0
ANI,1381620266,Carlos Hernández,28031964,15,68,15,97,1
CC,8103004337,Manuela Martínez,05061992,47,26,47,45,0
TI PV,9988509866,Marcela Hernández,13021935,81,29,81,13,1
ANI,0638343630,Gabriela Murillo,16092016,97,44,97,79,0
CC DUP,2564123041,María Castaneda,09111968,54,51,54,75,1
NUIP,5231908942,Juan Cartagena,17101995,41,24,41,40,1
TI REN,6402119308,Sofía Hernández,06081970,54,25,54,6,0
HLED-WEB,3068106628,Melissa Murillo,01011924,25,26,25,83,1
MTR,9894939477,Laura García,27092009,25,67,25,1,0
CC REN,8032197713,Daniela Murillo,19012003,8,10,8,3,1
